listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"14108 Cherry Hill Dr, Alexander, AR 72002",14108 Cherry Hill Dr,FOR_RENT,3,1100,1475,1475,11,https://www.zillow.com/homedetails/14108-Cherry-Hill-Dr-Alexander-AR-72002/52934816_zpid/,/homedetails/14108-Cherry-Hill-Dr-Alexander-AR-72002/52934816_zpid/,155000,2026-08-12T00:00:00.000Z,Listed for rent,2026-06-22T00:00:00.000Z,Listing removed,2026-06-05T00:00:00.000Z,Listed for rent,2025-03-08T00:00:00.000Z,Listing removed,2025-02-04T00:00:00.000Z,Listed for rent,2023-10-25T00:00:00.000Z,Listing removed,2023-10-12T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Listing removed,2023-03-27T00:00:00.000Z,Listed for rent,2023-03-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1610 Raden St, Conway, AR 72032",1610 Raden St,FOR_RENT,3,1243,1650,1650,11,https://www.zillow.com/homedetails/1610-Raden-St-Conway-AR-72032/2066419442_zpid/,/homedetails/1610-Raden-St-Conway-AR-72032/2066419442_zpid/,,2026-08-12T00:00:00.000Z,Listed for rent,2025-10-04T00:00:00.000Z,Listing removed,2025-10-03T00:00:00.000Z,Listed for rent,2025-10-03T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2023-12-30T00:00:00.000Z,Listing removed,2023-12-29T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Listing removed,2023-12-01T00:00:00.000Z,Price change,2023-09-08T00:00:00.000Z,Listed for rent,2023-04-19T00:00:00.000Z,Listing removed,2023-03-28T00:00:00.000Z,Listed for rent,2022-04-21T00:00:00.000Z,Listing removed,2022-02-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"201 Oliver St, Conway, AR 72034",201 Oliver St,FOR_RENT,3,1456,1450,1450,11,https://www.zillow.com/homedetails/201-Oliver-St-Conway-AR-72034/235449_zpid/,/homedetails/201-Oliver-St-Conway-AR-72034/235449_zpid/,149000,2026-08-12T00:00:00.000Z,Listed for rent,2024-07-23T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2022-04-29T00:00:00.000Z,Listing removed,2022-04-28T00:00:00.000Z,Listed for rent,2022-04-15T00:00:00.000Z,Listing removed,2022-03-31T00:00:00.000Z,Listed for rent,2010-07-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3236 Dapple Gray Rd, Benton, AR 72015",3236 Dapple Gray Rd,FOR_RENT,4,2276,2495,2495,2,https://www.zillow.com/homedetails/3236-Dapple-Gray-Rd-Benton-AR-72015/199778641_zpid/,/homedetails/3236-Dapple-Gray-Rd-Benton-AR-72015/199778641_zpid/,355000,2026-08-21T00:00:00.000Z,Listed for rent,2026-07-01T00:00:00.000Z,Listing removed,2026-06-17T00:00:00.000Z,Listed for rent,2026-06-13T00:00:00.000Z,Listing removed,2026-06-02T00:00:00.000Z,Price change,2026-04-18T00:00:00.000Z,Listed for sale,2026-04-06T00:00:00.000Z,Pending sale,2026-03-28T00:00:00.000Z,Listed for sale,2024-10-17T00:00:00.000Z,Sold,2024-09-20T00:00:00.000Z,Listed for sale,2024-09-17T00:00:00.000Z,Contingent,2024-09-13T00:00:00.000Z,Listed for sale,2023-05-26T00:00:00.000Z,Sold,2023-04-24T00:00:00.000Z,Contingent,2023-04-19T00:00:00.000Z,Listed for sale,2020-06-03T00:00:00.000Z,Sold,2020-04-13T00:00:00.000Z,Listed for sale,2017-03-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"1845 Arden Ln, Conway, AR 72034",1845 Arden Ln,FOR_RENT,3,1205,1650,1650,38,https://www.zillow.com/homedetails/1845-Arden-Ln-Conway-AR-72034/71714882_zpid/,/homedetails/1845-Arden-Ln-Conway-AR-72034/71714882_zpid/,139000,2026-07-17T00:00:00.000Z,Listed for rent,2024-07-03T00:00:00.000Z,Listing removed,2024-06-25T00:00:00.000Z,Listed for rent,2023-02-27T00:00:00.000Z,Listing removed,2023-02-22T00:00:00.000Z,Listed for rent,2021-01-19T00:00:00.000Z,Listing removed,2021-01-09T00:00:00.000Z,Listed for rent,2020-12-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17024 Congo Ferndale Rd, Little Rock, AR 72210",17024 Congo Ferndale Rd,FOR_RENT,4,1590,1675,1675,74,https://www.zillow.com/homedetails/17024-Congo-Ferndale-Rd-Little-Rock-AR-72210/370120_zpid/,/homedetails/17024-Congo-Ferndale-Rd-Little-Rock-AR-72210/370120_zpid/,279500,2026-06-10T00:00:00.000Z,Listed for rent,2020-09-11T00:00:00.000Z,Listing removed,2020-07-23T00:00:00.000Z,Listed for rent,2018-05-13T00:00:00.000Z,Listing removed,2018-01-31T00:00:00.000Z,Listed for rent,2017-03-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4660 Graham Dr, Conway, AR 72034",4660 Graham Dr,FOR_RENT,3,1172,1400,1400,3,https://www.zillow.com/homedetails/4660-Graham-Dr-Conway-AR-72034/59917937_zpid/,/homedetails/4660-Graham-Dr-Conway-AR-72034/59917937_zpid/,109000,2026-08-20T00:00:00.000Z,Listed for rent,2023-05-19T00:00:00.000Z,Listing removed,2023-05-18T00:00:00.000Z,Listed for rent,2009-06-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5694 Claridge Dr, Hickory, NC 28602",5694 Claridge Dr,FOR_RENT,3,2200,2150,2150,93,https://www.zillow.com/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,113500,2026-05-22T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-02T00:00:00.000Z,Listed for rent,2000-11-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"608 S Baridon St, Conway, AR 72034",608 S Baridon St,FOR_RENT,3,1997,1695,1695,15,https://www.zillow.com/homedetails/608-S-Baridon-St-Conway-AR-72034/236173_zpid/,/homedetails/608-S-Baridon-St-Conway-AR-72034/236173_zpid/,132500,2026-08-18T00:00:00.000Z,Price change,2026-08-08T00:00:00.000Z,Listed for rent,2026-07-28T00:00:00.000Z,Listing removed,2026-07-06T00:00:00.000Z,Listed for rent,2026-04-27T00:00:00.000Z,Listing removed,2026-04-01T00:00:00.000Z,Price change,2022-11-28T00:00:00.000Z,Price change,2022-11-03T00:00:00.000Z,Listed for rent,2018-10-17T00:00:00.000Z,Sold,2018-09-20T00:00:00.000Z,Pending sale,2018-08-24T00:00:00.000Z,Listed for sale,2015-07-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"227 Iris St, Haskell, AR 72015",227 Iris St,FOR_RENT,3,1420,1795,1795,27,https://www.zillow.com/homedetails/227-Iris-St-Haskell-AR-72015/2060765172_zpid/,/homedetails/227-Iris-St-Haskell-AR-72015/2060765172_zpid/,195000,2026-07-27T00:00:00.000Z,Listed for rent,2023-02-16T00:00:00.000Z,Listing removed,2023-02-08T00:00:00.000Z,Price change,2023-01-26T00:00:00.000Z,Price change,2022-12-09T00:00:00.000Z,Listed for rent,2022-11-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1660 Arden Ln, Conway, AR 72034",1660 Arden Ln,FOR_RENT,3,1200,1500,1500,10,https://www.zillow.com/homedetails/1660-Arden-Ln-Conway-AR-72034/71714817_zpid/,/homedetails/1660-Arden-Ln-Conway-AR-72034/71714817_zpid/,112000,2026-08-13T00:00:00.000Z,Listed for rent,2024-06-10T00:00:00.000Z,Listing removed,2024-06-02T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-07-07T00:00:00.000Z,Listing removed,2018-06-28T00:00:00.000Z,Listed for rent,2015-07-16T00:00:00.000Z,Listing removed,2015-07-07T00:00:00.000Z,Sold,2015-07-02T00:00:00.000Z,Listed for rent,2006-09-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3001 Wild Berry Dr, Benton, AR 72015",3001 Wild Berry Dr,FOR_RENT,3,1486,1725,1725,2,https://www.zillow.com/homedetails/3001-Wild-Berry-Dr-Benton-AR-72015/71716346_zpid/,/homedetails/3001-Wild-Berry-Dr-Benton-AR-72015/71716346_zpid/,184900,2026-08-21T00:00:00.000Z,Listed for rent,2024-07-31T00:00:00.000Z,Listing removed,2024-07-05T00:00:00.000Z,Listed for rent,2023-04-21T00:00:00.000Z,Listing removed,2023-04-19T00:00:00.000Z,Listed for rent,2022-03-28T00:00:00.000Z,Listing removed,2022-03-24T00:00:00.000Z,Price change,2022-03-11T00:00:00.000Z,Listed for rent,2022-02-01T00:00:00.000Z,Sold,2022-02-01T00:00:00.000Z,Contingent,2022-01-06T00:00:00.000Z,Listed for sale,2020-08-31T00:00:00.000Z,Sold,2020-07-10T00:00:00.000Z,Listed for sale,2008-07-11T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267 Hamilton St, Conway, AR 72032",1267 Hamilton St,FOR_RENT,3,1056,1233,1233,4,https://www.zillow.com/homedetails/1267-Hamilton-St-Conway-AR-72032/234905_zpid/,/homedetails/1267-Hamilton-St-Conway-AR-72032/234905_zpid/,52000,2026-08-20T00:00:00.000Z,Listed for rent,2024-09-19T00:00:00.000Z,Listing removed,2024-09-17T00:00:00.000Z,Price change,2024-09-15T00:00:00.000Z,Price change,2024-09-13T00:00:00.000Z,Listed for rent,2022-12-30T00:00:00.000Z,Listing removed,2022-12-17T00:00:00.000Z,Price change,2022-12-03T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-11-08T00:00:00.000Z,Listed for rent,2022-11-04T00:00:00.000Z,Listing removed,2022-10-28T00:00:00.000Z,Price change,2022-09-30T00:00:00.000Z,Listed for sale,2021-12-14T00:00:00.000Z,Sold,2015-03-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"807 S Main, Benton, AR 72015",807 S Main,FOR_RENT,3,1288,1300,1300,48,https://www.zillow.com/homedetails/807-S-Main-Benton-AR-72015/382019_zpid/,/homedetails/807-S-Main-Benton-AR-72015/382019_zpid/,109900,2026-07-31T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Listed for rent,2020-04-16T00:00:00.000Z,Sold,2020-04-06T00:00:00.000Z,Listing removed,2020-04-02T00:00:00.000Z,Price change,2020-02-17T00:00:00.000Z,Listed for rent,2019-10-19T00:00:00.000Z,Listing removed,2019-10-18T00:00:00.000Z,Price change,2019-10-16T00:00:00.000Z,Price change,2019-10-11T00:00:00.000Z,Price change,2019-10-09T00:00:00.000Z,Price change,2019-10-07T00:00:00.000Z,Price change,2019-10-04T00:00:00.000Z,Price change,2019-10-02T00:00:00.000Z,Price change,2019-09-30T00:00:00.000Z,Price change,2019-09-28T00:00:00.000Z,Listed for sale,2019-09-27T00:00:00.000Z,Sold,2019-09-23T00:00:00.000Z,Price change,2019-09-21T00:00:00.000Z,Price change,2019-09-18T00:00:00.000Z,Price change,2019-09-16T00:00:00.000Z,Price change,2019-09-14T00:00:00.000Z,Price change,2019-09-11T00:00:00.000Z,Price change,2019-09-07T00:00:00.000Z,Price change,2019-08-31T00:00:00.000Z,Price change,2019-08-29T00:00:00.000Z,Listed for sale,2009-03-31T00:00:00.000Z,Sold
"6673 Hollywood Ave, Benton, AR 72019",6673 Hollywood Ave,FOR_RENT,4,2250,1795,1795,64,https://www.zillow.com/homedetails/6673-Hollywood-Ave-Benton-AR-72019/461413230_zpid/,/homedetails/6673-Hollywood-Ave-Benton-AR-72019/461413230_zpid/,215900,2026-08-13T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Price change,2026-06-20T00:00:00.000Z,Listed for rent,2026-05-28T00:00:00.000Z,Sold,2026-04-30T00:00:00.000Z,Contingent,2026-03-31T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10 Harvest Ln, Conway, AR 72032",10 Harvest Ln,FOR_RENT,3,1288,1495,1495,5,https://www.zillow.com/homedetails/10-Harvest-Ln-Conway-AR-72032/338960356_zpid/,/homedetails/10-Harvest-Ln-Conway-AR-72032/338960356_zpid/,,2026-08-18T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Listed for rent,2022-09-22T00:00:00.000Z,Listing removed,2022-08-25T00:00:00.000Z,Price change,2022-08-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Hawthorne Dr, Conway, AR 72034",2 Hawthorne Dr,FOR_RENT,3,1408,1800,1800,30,https://www.zillow.com/homedetails/2-Hawthorne-Dr-Conway-AR-72034/237001_zpid/,/homedetails/2-Hawthorne-Dr-Conway-AR-72034/237001_zpid/,102000,2026-07-24T00:00:00.000Z,Listed for rent,2014-07-29T00:00:00.000Z,Sold,2014-05-16T00:00:00.000Z,Price change,2014-02-28T00:00:00.000Z,Listed for sale,2014-01-01T00:00:00.000Z,Listing removed,2013-10-29T00:00:00.000Z,Price change,2013-10-04T00:00:00.000Z,Price change,2013-08-08T00:00:00.000Z,Listed for sale,2011-08-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2220 Chase Dr, Conway, AR 72034",2220 Chase Dr,FOR_RENT,3,1582,1850,1850,38,https://www.zillow.com/homedetails/2220-Chase-Dr-Conway-AR-72034/35730147_zpid/,/homedetails/2220-Chase-Dr-Conway-AR-72034/35730147_zpid/,141000,2026-07-16T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Listing removed,2025-04-06T00:00:00.000Z,Listed for rent,2025-03-29T00:00:00.000Z,Listing removed,2025-01-19T00:00:00.000Z,Price change,2025-01-18T00:00:00.000Z,Listed for rent,2012-10-25T00:00:00.000Z,Sold,2011-08-25T00:00:00.000Z,Sold,2009-07-29T00:00:00.000Z,Sold,2009-04-13T00:00:00.000Z,Sold,2006-02-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4056 Kings River Trl, Bauxite, AR 72011",4056 Kings River Trl,FOR_RENT,3,1480,1445,1445,26,https://www.zillow.com/homedetails/4056-Kings-River-Trl-Bauxite-AR-72011/2062403626_zpid/,/homedetails/4056-Kings-River-Trl-Bauxite-AR-72011/2062403626_zpid/,200660,2026-08-20T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for rent,2023-02-11T00:00:00.000Z,Listing removed,2023-02-03T00:00:00.000Z,Price change,2023-01-11T00:00:00.000Z,Price change,2022-12-14T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-11-10T00:00:00.000Z,Listed for rent,2022-10-28T00:00:00.000Z,Sold,2022-10-08T00:00:00.000Z,Contingent,2022-08-24T00:00:00.000Z,Price change,2022-08-04T00:00:00.000Z,Price change,2022-07-26T00:00:00.000Z,Price change,2022-07-21T00:00:00.000Z,Listed for sale,2022-07-18T00:00:00.000Z,Listing removed,2022-07-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
"203 Glen Oaks Dr, Benton, AR 72015",203 Glen Oaks Dr,FOR_RENT,4,1270,1295,1295,32,https://www.zillow.com/homedetails/203-Glen-Oaks-Dr-Benton-AR-72015/2066535046_zpid/,/homedetails/203-Glen-Oaks-Dr-Benton-AR-72015/2066535046_zpid/,,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Listing removed,2026-07-22T00:00:00.000Z,Listed for rent,2026-03-06T00:00:00.000Z,Listing removed,2026-02-26T00:00:00.000Z,Price change,2026-02-21T00:00:00.000Z,Price change,2026-02-11T00:00:00.000Z,Price change,2026-01-22T00:00:00.000Z,Listed for rent,2024-07-12T00:00:00.000Z,Listing removed,2024-07-12T00:00:00.000Z,Price change,2024-07-02T00:00:00.000Z,Price change,2024-06-06T00:00:00.000Z,Listed for rent,2022-11-09T00:00:00.000Z,Listing removed,2022-11-07T00:00:00.000Z,Listed for rent,2022-06-15T00:00:00.000Z,Listing removed,2022-05-30T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Listing removed,2022-02-17T00:00:00.000Z,Price change,2022-02-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,
"1306 Bellemeade Dr, Conway, AR 72034",1306 Bellemeade Dr,FOR_RENT,3,2220,1775,1775,10,https://www.zillow.com/homedetails/1306-Bellemeade-Dr-Conway-AR-72034/234155_zpid/,/homedetails/1306-Bellemeade-Dr-Conway-AR-72034/234155_zpid/,89090,2026-08-13T00:00:00.000Z,Listed for rent,2025-06-20T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2017-12-01T00:00:00.000Z,Listing removed,2017-08-20T00:00:00.000Z,Price change,2017-05-31T00:00:00.000Z,Listed for sale,2013-10-16T00:00:00.000Z,Listing removed,2013-07-18T00:00:00.000Z,Listed for sale,2013-04-01T00:00:00.000Z,Sold,2012-06-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1810 Rich Smith Ln, Conway, AR 72032",1810 Rich Smith Ln,FOR_RENT,3,2310,2500,2500,27,https://www.zillow.com/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/,/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/,,2026-07-27T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,2026-04-22T00:00:00.000Z,Price change,2026-01-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1056 Huntington Dr, Benton, AR 72019",1056 Huntington Dr,FOR_RENT,4,1470,1645,1645,52,https://www.zillow.com/homedetails/1056-Huntington-Dr-Benton-AR-72019/2061811695_zpid/,/homedetails/1056-Huntington-Dr-Benton-AR-72019/2061811695_zpid/,206900,2026-08-04T00:00:00.000Z,Price change,2026-07-02T00:00:00.000Z,Listed for rent,2025-06-23T00:00:00.000Z,Listing removed,2025-05-14T00:00:00.000Z,Price change,2025-05-07T00:00:00.000Z,Price change,2025-04-30T00:00:00.000Z,Price change,2025-04-23T00:00:00.000Z,Price change,2025-04-04T00:00:00.000Z,Listed for rent,2024-02-10T00:00:00.000Z,Listing removed,2024-01-25T00:00:00.000Z,Listed for rent,2022-11-23T00:00:00.000Z,Sold,2022-10-05T00:00:00.000Z,Contingent,2022-10-04T00:00:00.000Z,Price change,2022-08-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Meadowbrook Dr, Conway, AR 72032",13 Meadowbrook Dr,FOR_RENT,3,1196,1300,1300,7,https://www.zillow.com/homedetails/13-Meadowbrook-Dr-Conway-AR-72032/236796_zpid/,/homedetails/13-Meadowbrook-Dr-Conway-AR-72032/236796_zpid/,256500,2026-08-16T00:00:00.000Z,Listed for rent,2021-10-23T00:00:00.000Z,Listing removed,2021-10-15T00:00:00.000Z,Listed for rent,2020-08-27T00:00:00.000Z,Listing removed,2020-08-15T00:00:00.000Z,Listed for rent,2017-04-23T00:00:00.000Z,Listing removed,2017-04-06T00:00:00.000Z,Listed for rent,2014-11-26T00:00:00.000Z,Sold,2014-09-11T00:00:00.000Z,Sold,2014-08-11T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for rent,2001-11-05T00:00:00.000Z,Sold,1999-07-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"313 S Neeley St, Benton, AR 72015",313 S Neeley St,FOR_RENT,3,1800,1625,1625,6,https://www.zillow.com/homedetails/313-S-Neeley-St-Benton-AR-72015/2067919637_zpid/,/homedetails/313-S-Neeley-St-Benton-AR-72015/2067919637_zpid/,205000,2026-08-17T00:00:00.000Z,Listed for rent,2025-09-14T00:00:00.000Z,Listing removed,2025-09-02T00:00:00.000Z,Listed for rent,2023-02-17T00:00:00.000Z,Listing removed,2023-01-29T00:00:00.000Z,Listed for rent,2021-11-03T00:00:00.000Z,Listing removed,2021-10-25T00:00:00.000Z,Price change,2021-10-19T00:00:00.000Z,Price change,2021-10-12T00:00:00.000Z,Listed for rent,2021-08-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Undisclosed Address), Conway, AR 72034",(Undisclosed Address),FOR_RENT,3,1689,1800,1800,43,https://www.zillow.com/homedetails/Conway-AR-72034/241235_zpid/,/homedetails/Conway-AR-72034/241235_zpid/,131000,2026-07-12T00:00:00.000Z,Listed for rent,2026-06-15T00:00:00.000Z,Listing removed,2026-05-25T00:00:00.000Z,Listed for rent,2026-05-16T00:00:00.000Z,Listing removed,2026-04-25T00:00:00.000Z,Listed for rent,2024-05-02T00:00:00.000Z,Listing removed,2024-04-11T00:00:00.000Z,Listed for rent,2021-08-22T00:00:00.000Z,Listing removed,2021-08-02T00:00:00.000Z,Listed for rent,2013-04-18T00:00:00.000Z,Sold,2013-02-04T00:00:00.000Z,Sold,2006-01-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31 Haley Renee Dr, Greenbrier, AR 72058",31 Haley Renee Dr,FOR_RENT,3,1527,1400,1400,18,https://www.zillow.com/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/,/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/,,2026-08-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4555 Graham Dr, Conway, AR 72034",4555 Graham Dr,FOR_RENT,3,1192,1400,1400,10,https://www.zillow.com/homedetails/4555-Graham-Dr-Conway-AR-72034/59917944_zpid/,/homedetails/4555-Graham-Dr-Conway-AR-72034/59917944_zpid/,185000,2026-08-13T00:00:00.000Z,Listed for rent,2024-10-02T00:00:00.000Z,Listing removed,2024-09-23T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-06-28T00:00:00.000Z,Contingent,2023-06-28T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2016-11-28T00:00:00.000Z,Listing removed,2016-11-28T00:00:00.000Z,Listed for sale,2016-09-29T00:00:00.000Z,Sold,2016-09-06T00:00:00.000Z,Pending sale,2016-07-30T00:00:00.000Z,Price change,2016-07-21T00:00:00.000Z,Listed for sale,2011-06-21T00:00:00.000Z,Sold,2005-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"106 Sahalee Cv, Haskell, AR 72015",106 Sahalee Cv,FOR_RENT,3,1482,1450,1450,19,https://www.zillow.com/homedetails/106-Sahalee-Cv-Haskell-AR-72015/92429832_zpid/,/homedetails/106-Sahalee-Cv-Haskell-AR-72015/92429832_zpid/,145000,2026-08-04T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-22T00:00:00.000Z,Price change,2025-02-20T00:00:00.000Z,Price change,2025-02-07T00:00:00.000Z,Price change,2025-01-23T00:00:00.000Z,Listed for rent,2023-11-01T00:00:00.000Z,Sold,2020-11-27T00:00:00.000Z,Listing removed,2020-10-16T00:00:00.000Z,Listed for rent,2015-03-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1067 Huntington Dr, Benton, AR 72019",1067 Huntington Dr,FOR_RENT,4,1459,1545,1545,10,https://www.zillow.com/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,,2026-08-13T00:00:00.000Z,Listed for rent,2024-11-08T00:00:00.000Z,Listing removed,2024-11-05T00:00:00.000Z,Listed for rent,2024-03-22T00:00:00.000Z,Listing removed,2024-02-27T00:00:00.000Z,Listed for rent,2023-02-14T00:00:00.000Z,Listing removed,2023-01-26T00:00:00.000Z,Listed for rent,2022-12-17T00:00:00.000Z,Listing removed,2022-12-01T00:00:00.000Z,Price change,2022-11-11T00:00:00.000Z,Price change,2022-08-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
